price,vehicleType,yearOfRegistration,gearbox,kilometer,monthOfRegistration,fuelType,notRepairedDamage
500,small_car,2005,manual,125000,8,petrol,yes
9000,suv,2007,manual,125000,11,diesel,no
2199,small_car,2003,manual,150000,8,petrol,no
3490,small_car,2006,manual,80000,4,petrol,no
1900,convertible,2002,manual,150000,8,petrol,no
1650,small_car,2002,manual,150000,6,petrol,no
1050,small_car,2000,manual,150000,1,petrol,no
6750,convertible,2009,manual,80000,8,petrol,no
1750,small_car,2003,manual,150000,6,petrol,no
3200,convertible,2001,manual,150000,3,petrol,no
4444,small_car,2007,manual,90000,10,petrol,no
3350,convertible,1996,manual,125000,11,petrol,no
250,small_car,1999,manual,70000,4,petrol,no
2800,small_car,2008,manual,150000,5,petrol,no
500,small_car,2001,manual,150000,3,petrol,no
500,small_car,1997,manual,150000,7,petrol,yes
1899,convertible,1997,manual,150000,0,petrol,no
1799,small_car,2000,automatic,150000,8,petrol,no
1200,small_car,2001,manual,125000,2,petrol,no
1000,small_car,2000,automatic,150000,8,petrol,no
999,small_car,1996,manual,125000,8,petrol,no
2150,small_car,2011,manual,30000,9,petrol,yes
1100,small_car,1999,automatic,150000,3,petrol,no
890,small_car,2000,manual,80000,4,petrol,no
4490,small_car,2007,manual,90000,9,petrol,no
650,small_car,2002,manual,150000,7,petrol,no
6300,convertible,2006,manual,125000,4,petrol,no
3850,convertible,1997,manual,150000,7,petrol,no
3500,coupe,2010,automatic,80000,1,petrol,no
3950,suv,2005,manual,150000,2,diesel,no
800,convertible,1997,manual,150000,4,petrol,no
2500,small_car,2005,manual,100000,5,petrol,no
4250,convertible,2005,manual,100000,4,petrol,no
590,small_car,1997,manual,150000,7,petrol,no
480,small_car,2003,manual,125000,0,petrol,yes
1000,small_car,2000,manual,150000,3,petrol,no
4300,small_car,2004,manual,60000,11,diesel,no
2200,convertible,1997,manual,150000,5,petrol,no
5800,small_car,2013,manual,20000,6,petrol,no
6350,small_car,2010,manual,50000,2,petrol,no
5290,small_car,2008,manual,40000,2,petrol,no
4999,convertible,2006,manual,150000,5,diesel,no
1650,small_car,2003,automatic,150000,2,petrol,no
5995,convertible,2004,manual,90000,5,petrol,no
3200,small_car,2001,manual,150000,9,petrol,no
8600,small_car,2012,manual,40000,11,petrol,no
400,small_car,1997,manual,150000,12,diesel,yes
2500,small_car,2004,manual,150000,12,petrol,no
350,small_car,2000,manual,150000,2,petrol,yes
700,small_car,1996,manual,150000,1,petrol,no
3900,convertible,2000,manual,150000,4,petrol,no
2700,suv,2006,manual,150000,4,petrol,no
2650,convertible,1999,automatic,150000,6,petrol,no
1190,small_car,2002,manual,150000,2,petrol,no
4500,coupe,2000,manual,150000,2,petrol,no
2800,small_car,2004,manual,100000,10,petrol,no
2599,small_car,2006,manual,150000,6,diesel,no
390,small_car,1998,manual,150000,6,petrol,no
450,small_car,1996,manual,150000,6,petrol,no
2990,small_car,2005,manual,100000,6,petrol,no
580,small_car,1997,manual,150000,10,petrol,no
4900,suv,2000,manual,150000,1,petrol,yes
3350,suv,1998,manual,150000,3,petrol,no
4700,small_car,2012,manual,40000,1,petrol,no
6900,convertible,2005,manual,150000,6,petrol,no
790,small_car,1997,manual,150000,2,petrol,no
500,small_car,2000,automatic,150000,8,petrol,yes
1800,small_car,2003,manual,150000,10,petrol,no
899,small_car,1999,manual,150000,12,petrol,no
5990,suv,2003,manual,90000,6,petrol,no
2900,small_car,2002,manual,125000,7,petrol,no
1700,small_car,2005,manual,150000,1,petrol,no
1200,small_car,1998,manual,150000,6,diesel,no
850,convertible,1996,manual,125000,6,petrol,yes
4800,coupe,2001,manual,150000,7,petrol,no
1750,small_car,2002,manual,150000,4,petrol,no
2950,suv,1999,manual,150000,5,petrol,no
4900,small_car,2012,manual,80000,11,petrol,no
7500,small_car,2005,manual,90000,2,petrol,no
2200,suv,2000,manual,150000,11,petrol,no
4690,convertible,2006,manual,100000,5,petrol,no
250,coupe,1999,manual,150000,12,petrol,yes
2750,small_car,2007,manual,125000,12,petrol,no
9990,small_car,2010,manual,70000,12,diesel,no
2250,coupe,2002,manual,125000,3,petrol,no
6200,convertible,2002,manual,100000,2,petrol,no
6000,convertible,1999,manual,150000,11,petrol,no
1299,small_car,2001,manual,125000,8,petrol,no
1500,small_car,2004,manual,100000,4,petrol,no
1699,coupe,2001,manual,150000,11,petrol,no
4000,small_car,2007,manual,80000,3,petrol,no
5800,suv,2003,automatic,150000,12,diesel,no
5450,small_car,2009,manual,70000,2,petrol,no
3100,small_car,2005,manual,90000,12,petrol,no
700,small_car,2001,manual,150000,3,petrol,no
2799,convertible,1996,manual,150000,4,petrol,no
925,small_car,2000,manual,150000,11,petrol,no
950,coupe,1994,manual,150000,11,petrol,no
6100,small_car,2011,automatic,50000,7,petrol,no
3200,coupe,1999,manual,150000,6,petrol,no
150,small_car,2000,manual,150000,2,petrol,yes
1700,coupe,1999,manual,50000,11,petrol,no
3450,small_car,2009,manual,100000,8,petrol,no
1200,small_car,1997,manual,80000,7,petrol,no
690,small_car,2002,manual,150000,5,petrol,no
1850,small_car,2000,manual,90000,1,petrol,no
4200,small_car,2009,manual,100000,3,petrol,no
9150,suv,2008,automatic,150000,2,petrol,no
500,small_car,2002,manual,125000,1,petrol,yes
9000,coupe,2008,manual,125000,4,petrol,no
5800,small_car,2009,manual,80000,5,petrol,no
3300,small_car,2005,manual,100000,7,petrol,no
7650,small_car,2011,manual,125000,6,petrol,no
2000,convertible,2000,manual,150000,8,petrol,yes
5900,coupe,2002,manual,150000,12,petrol,no
9999,coupe,1994,automatic,150000,5,petrol,no
3300,small_car,2007,manual,100000,9,diesel,no
1999,convertible,2000,automatic,150000,4,petrol,no
1480,small_car,1999,manual,125000,5,petrol,yes
4298,small_car,2008,manual,60000,4,petrol,no
3000,small_car,2009,manual,100000,2,petrol,no
3250,coupe,1995,manual,150000,6,petrol,no
3799,small_car,2006,manual,125000,10,petrol,no
1650,small_car,2004,manual,100000,11,petrol,no
150,small_car,1995,manual,150000,2,petrol,no
2500,small_car,2007,manual,70000,3,petrol,no
6099,convertible,2000,manual,150000,4,petrol,no
600,small_car,1996,manual,150000,3,petrol,no
500,coupe,1995,manual,150000,10,petrol,yes
800,small_car,2002,manual,150000,0,petrol,yes
1299,small_car,2000,manual,150000,6,petrol,no
1750,small_car,2001,automatic,150000,7,diesel,no
300,small_car,1997,manual,150000,4,petrol,yes
6299,small_car,2007,automatic,70000,9,petrol,no
9799,small_car,2014,manual,20000,12,petrol,no
5500,small_car,2013,manual,30000,5,petrol,yes
1599,small_car,2000,manual,80000,12,petrol,no
8888,convertible,2010,automatic,20000,4,petrol,no
390,small_car,1997,automatic,100000,6,petrol,yes
3350,small_car,2006,manual,90000,7,petrol,no
7900,coupe,2009,automatic,150000,10,diesel,no
6199,coupe,1999,manual,150000,8,petrol,no
7249,small_car,2012,manual,40000,5,petrol,no
6900,small_car,2009,manual,40000,3,petrol,no
7750,small_car,2007,manual,125000,10,petrol,no
500,coupe,1996,manual,150000,4,petrol,yes
5500,suv,2006,automatic,150000,7,petrol,no
3200,suv,1998,manual,150000,3,diesel,no
899,small_car,2004,manual,125000,3,petrol,no
2650,convertible,2001,manual,150000,3,petrol,no
1200,small_car,2001,manual,150000,9,petrol,no
9490,small_car,2013,manual,60000,9,diesel,no
5500,small_car,2012,manual,125000,2,petrol,no
9890,suv,2005,automatic,60000,10,diesel,no
1300,small_car,2003,manual,150000,6,petrol,no
500,small_car,2003,manual,150000,3,petrol,no
1340,small_car,1999,manual,150000,5,petrol,no
1400,small_car,2000,manual,150000,7,petrol,no
650,small_car,2002,manual,150000,7,petrol,no
8510,suv,2009,automatic,100000,8,petrol,no
8899,small_car,2007,manual,100000,9,petrol,no
3199,small_car,2008,manual,40000,8,petrol,no
1400,small_car,2004,manual,150000,9,diesel,no
500,small_car,1997,manual,150000,6,petrol,no
4500,small_car,2008,manual,125000,11,petrol,no
1790,small_car,2004,manual,150000,5,petrol,no
1390,small_car,2003,manual,150000,10,petrol,no
6200,convertible,2001,manual,150000,4,petrol,no
6950,small_car,2010,manual,100000,4,petrol,no
9499,small_car,2015,manual,5000,4,petrol,no
2700,small_car,2005,manual,150000,12,petrol,no
6999,coupe,2003,automatic,150000,8,diesel,no
3499,small_car,2005,manual,50000,5,petrol,no
3500,small_car,2007,manual,90000,8,petrol,no
1900,convertible,1998,manual,150000,0,petrol,no
4599,small_car,2004,automatic,40000,1,petrol,no
2399,small_car,2002,manual,150000,8,petrol,no
2750,convertible,2003,manual,150000,0,petrol,no
3500,convertible,2003,manual,150000,6,petrol,no
6500,coupe,2002,manual,150000,9,petrol,no
500,small_car,1991,manual,150000,0,petrol,no
230,small_car,1996,automatic,150000,11,petrol,yes
4999,small_car,2002,automatic,125000,4,petrol,no
3100,small_car,2006,manual,80000,8,petrol,no
400,small_car,2001,manual,150000,1,petrol,yes
7800,convertible,2007,manual,125000,12,diesel,no
1800,small_car,2000,automatic,150000,3,petrol,no
5000,small_car,1999,manual,150000,11,petrol,no
3750,convertible,2005,manual,125000,6,petrol,no
6600,suv,2000,manual,150000,10,diesel,no
150,small_car,1997,automatic,150000,7,petrol,yes
2999,small_car,2007,manual,70000,4,petrol,no
3000,small_car,2003,manual,125000,4,petrol,no
2699,convertible,2000,manual,150000,5,petrol,no
1100,small_car,2000,manual,150000,9,petrol,no
2850,coupe,2002,manual,150000,10,petrol,no
3000,convertible,2005,manual,70000,7,petrol,no
6399,convertible,2010,automatic,70000,10,petrol,no
350,small_car,1997,manual,150000,9,petrol,yes
1350,small_car,2002,automatic,150000,6,petrol,no
2950,coupe,2002,manual,150000,4,petrol,no
4950,convertible,2001,manual,150000,3,petrol,no
2200,small_car,2004,manual,150000,3,petrol,no
7500,small_car,2011,manual,80000,8,diesel,no
2950,small_car,2007,manual,125000,4,petrol,no
1750,convertible,1997,manual,150000,3,petrol,no
1700,small_car,2002,manual,150000,3,petrol,no
1990,suv,2004,manual,150000,3,diesel,no
1800,small_car,2003,manual,90000,2,petrol,no
2350,small_car,2003,automatic,125000,12,diesel,no
1200,convertible,1996,manual,150000,6,petrol,no
3333,small_car,2001,manual,125000,7,petrol,no
5999,small_car,2009,manual,125000,5,petrol,no
1690,convertible,1998,manual,150000,3,petrol,no
4600,suv,2004,manual,150000,12,diesel,yes
3800,convertible,2002,manual,100000,8,petrol,no
2400,convertible,2001,manual,125000,0,petrol,no
650,small_car,2000,manual,150000,1,petrol,no
5500,coupe,2002,automatic,150000,2,petrol,no
6390,convertible,2002,manual,150000,5,petrol,no
400,small_car,1996,manual,150000,10,petrol,no
500,small_car,1996,manual,150000,4,petrol,no
150,small_car,2001,manual,150000,4,petrol,yes
1000,small_car,2001,manual,150000,10,petrol,no
700,small_car,2001,manual,150000,5,petrol,yes
400,small_car,1996,manual,150000,5,petrol,no
1500,small_car,2003,manual,150000,9,diesel,no
799,small_car,1997,manual,150000,10,petrol,no
7900,small_car,2005,automatic,100000,6,petrol,no
2299,coupe,2000,manual,150000,1,petrol,no
950,small_car,1999,manual,150000,10,petrol,yes
1550,small_car,2002,manual,150000,1,petrol,no
300,small_car,1998,manual,5000,11,petrol,yes
2790,small_car,2006,manual,150000,8,petrol,no
6950,small_car,2010,manual,60000,5,petrol,no
3499,convertible,1994,manual,150000,1,petrol,no
8450,suv,2008,manual,150000,3,petrol,no
4800,suv,2002,automatic,150000,10,diesel,no
650,small_car,2001,manual,150000,11,petrol,no
620,small_car,1999,manual,150000,6,petrol,no
980,small_car,1994,manual,150000,6,petrol,no
1750,small_car,2006,manual,125000,3,petrol,no
2000,small_car,1998,manual,150000,7,petrol,no
6200,convertible,2006,manual,90000,9,petrol,no
3750,small_car,2001,automatic,150000,8,diesel,no
950,small_car,2001,manual,150000,1,petrol,yes
6500,suv,2007,manual,90000,4,petrol,yes
3150,small_car,2009,manual,90000,7,petrol,no
690,small_car,1996,manual,150000,5,petrol,no
1480,coupe,2002,manual,150000,2,petrol,no
900,small_car,2002,manual,150000,4,petrol,no
120,small_car,1998,manual,60000,10,petrol,yes
850,small_car,2000,manual,150000,11,petrol,yes
3190,small_car,2006,manual,150000,8,petrol,no
1750,small_car,1996,manual,150000,10,petrol,no
5500,suv,1995,manual,150000,10,diesel,no
4450,suv,2004,automatic,150000,6,diesel,no
4200,small_car,2007,manual,125000,1,petrol,no
699,small_car,1997,manual,150000,5,petrol,no
3450,convertible,2004,manual,150000,9,petrol,no
590,coupe,1994,manual,150000,8,petrol,no
3150,small_car,2001,manual,125000,3,petrol,no
4444,coupe,1995,automatic,150000,5,petrol,no
3500,suv,2003,automatic,150000,6,diesel,yes
450,small_car,2000,manual,150000,7,petrol,no
8250,small_car,2006,manual,100000,9,petrol,no
975,small_car,1998,manual,150000,6,petrol,no
1150,small_car,2005,manual,150000,5,petrol,no
1200,small_car,1998,manual,150000,4,petrol,no
1599,small_car,2003,manual,100000,6,petrol,no
3650,small_car,2009,manual,150000,3,petrol,no
800,small_car,2002,manual,150000,8,petrol,yes
3500,small_car,2004,manual,100000,8,petrol,no
3800,small_car,2009,manual,150000,3,diesel,yes
130,small_car,1991,manual,150000,2,petrol,no
5500,small_car,2008,manual,150000,12,diesel,no
1900,small_car,2003,automatic,150000,6,diesel,no
1450,small_car,1999,manual,150000,1,petrol,no
750,small_car,1996,manual,150000,9,petrol,no
800,small_car,1998,manual,125000,1,petrol,no
449,small_car,1996,manual,150000,11,petrol,no
3100,convertible,2006,automatic,100000,4,petrol,no
3390,small_car,2006,manual,90000,8,petrol,no
5990,coupe,2010,manual,125000,4,diesel,no
1250,small_car,1996,manual,150000,5,petrol,no
2200,coupe,2007,manual,150000,8,petrol,yes
999,convertible,1996,manual,150000,7,petrol,no
6300,small_car,2008,manual,40000,4,petrol,no
6350,suv,2002,automatic,150000,12,diesel,no
5500,small_car,2010,manual,70000,11,petrol,no
350,small_car,1997,manual,150000,2,petrol,no
2499,small_car,2005,manual,150000,9,petrol,no
999,small_car,2000,manual,90000,9,petrol,no
6990,convertible,2000,manual,100000,8,petrol,no
6990,small_car,2012,manual,50000,2,petrol,no
2950,coupe,1994,automatic,150000,6,petrol,no
5800,small_car,2008,manual,125000,5,petrol,no
440,small_car,1994,manual,150000,5,petrol,no
2499,small_car,2003,manual,150000,9,petrol,no
999,convertible,1996,manual,150000,7,petrol,no
6550,convertible,2005,manual,150000,2,petrol,no
900,small_car,2003,manual,150000,5,petrol,no
2450,small_car,2002,automatic,100000,12,petrol,no
3600,small_car,2006,manual,150000,9,diesel,no
1650,small_car,2003,manual,150000,2,petrol,no
800,small_car,1999,manual,150000,11,petrol,no
5490,small_car,2007,manual,90000,7,petrol,no
6900,small_car,2010,manual,125000,2,diesel,no
750,small_car,1999,manual,150000,9,petrol,no
5490,small_car,2010,manual,80000,5,petrol,no
1650,coupe,2001,manual,150000,1,petrol,no
4000,small_car,2008,automatic,80000,2,petrol,no
5990,small_car,2012,manual,60000,12,petrol,no
6200,convertible,2006,manual,90000,9,petrol,no
350,coupe,1999,manual,90000,5,petrol,yes
2300,coupe,2002,manual,150000,2,petrol,no
8850,small_car,2012,manual,40000,2,petrol,no
950,coupe,1998,manual,90000,11,petrol,no
2900,coupe,2000,automatic,150000,2,petrol,no
450,small_car,1999,manual,150000,2,petrol,no
8500,suv,2006,manual,150000,7,diesel,no
9199,small_car,2012,manual,10000,8,petrol,no
4950,small_car,2007,manual,30000,11,petrol,no
3250,small_car,2009,manual,40000,11,petrol,yes
2600,convertible,1996,manual,150000,11,petrol,no
9240,suv,2011,manual,125000,4,diesel,yes
1249,small_car,1997,manual,100000,8,petrol,no
1400,coupe,1992,manual,150000,10,petrol,no
6950,convertible,2007,manual,150000,4,diesel,no
750,coupe,1996,manual,150000,10,petrol,no
4490,convertible,1993,manual,150000,3,petrol,no
6999,small_car,2010,manual,50000,10,petrol,no
2000,small_car,2001,manual,150000,2,diesel,no
400,small_car,1997,manual,150000,0,petrol,no
4700,suv,1998,manual,100000,8,diesel,no
200,small_car,1996,manual,150000,3,petrol,no
7999,convertible,2006,automatic,150000,4,petrol,no
1250,small_car,2003,manual,70000,7,petrol,no
1800,small_car,2004,automatic,100000,4,petrol,no
850,small_car,2001,manual,150000,4,petrol,yes
8200,small_car,2012,manual,40000,2,petrol,no
9200,small_car,2014,manual,30000,3,petrol,no
400,small_car,2001,manual,150000,5,diesel,yes
1800,small_car,2000,automatic,125000,1,petrol,no
1750,small_car,2002,manual,150000,10,petrol,no
1500,small_car,2007,manual,150000,5,petrol,no
5000,suv,1999,automatic,150000,11,petrol,no
2298,coupe,2002,automatic,150000,9,petrol,no
9870,coupe,2005,manual,150000,7,petrol,no
1500,convertible,1996,manual,150000,2,petrol,no
1300,small_car,2001,manual,150000,1,petrol,no
4700,small_car,2008,manual,100000,10,petrol,no
2400,small_car,2003,automatic,60000,7,petrol,no
4500,convertible,2007,automatic,100000,5,petrol,no
1450,small_car,2005,manual,150000,3,petrol,no
899,small_car,2000,manual,150000,1,petrol,no
3690,small_car,2009,automatic,70000,9,petrol,no
950,small_car,2000,manual,90000,7,petrol,no
1500,small_car,1998,manual,150000,11,petrol,no
6000,small_car,2012,manual,90000,4,petrol,no
5000,convertible,2003,automatic,100000,11,petrol,no
2699,coupe,1994,manual,150000,4,petrol,no
3750,small_car,2006,manual,90000,10,diesel,no
9999,convertible,2012,manual,40000,1,petrol,no
6545,small_car,2012,manual,50000,12,petrol,no
6400,convertible,2007,manual,70000,5,petrol,no
500,small_car,2001,manual,150000,4,petrol,yes
3700,small_car,2002,manual,150000,8,petrol,no
820,small_car,1999,manual,150000,7,petrol,no
630,coupe,1997,manual,150000,9,petrol,yes
1100,small_car,2002,manual,150000,3,petrol,no
1950,small_car,2005,manual,70000,9,petrol,no
6950,small_car,2011,manual,70000,2,petrol,no
750,small_car,2000,manual,150000,3,petrol,no
8000,coupe,2009,manual,125000,3,petrol,yes
4500,convertible,1998,manual,150000,4,petrol,no
5799,coupe,2009,manual,80000,3,petrol,no
500,small_car,1997,manual,100000,3,petrol,no
2500,coupe,2005,automatic,125000,11,petrol,no
1390,convertible,1996,manual,150000,4,petrol,no
1399,small_car,2001,manual,150000,4,petrol,no
1200,convertible,1992,manual,125000,10,petrol,no
500,small_car,2003,manual,125000,10,petrol,yes
3000,small_car,2006,manual,80000,8,petrol,no
900,small_car,2003,manual,150000,5,petrol,no
2450,small_car,2000,manual,90000,12,petrol,no
6900,small_car,2005,manual,125000,5,petrol,no
2500,small_car,2006,manual,150000,6,petrol,no
1450,small_car,2001,manual,125000,11,petrol,no
9500,suv,2007,manual,90000,10,diesel,no
1000,small_car,2004,manual,150000,4,petrol,no
1650,convertible,1990,manual,80000,3,petrol,no
800,small_car,2000,automatic,80000,10,petrol,no
3500,small_car,2007,manual,70000,4,petrol,no
5300,convertible,2003,automatic,125000,12,petrol,no
2950,small_car,2003,automatic,125000,3,petrol,no
899,small_car,1998,manual,150000,11,petrol,no
900,small_car,1999,manual,150000,9,petrol,no
5950,suv,2001,automatic,150000,11,diesel,no
7550,coupe,2004,automatic,150000,3,petrol,no
8490,small_car,2013,manual,20000,12,petrol,no
1600,small_car,2001,manual,60000,3,petrol,no
1850,coupe,2000,manual,150000,12,petrol,no
750,small_car,1998,manual,150000,11,petrol,no
2700,small_car,2005,manual,100000,3,petrol,no
2650,small_car,2007,manual,90000,9,petrol,no
500,small_car,1999,manual,125000,11,petrol,no
3000,small_car,2007,manual,60000,12,petrol,yes
1450,small_car,2004,manual,150000,6,petrol,no
8950,suv,2002,automatic,150000,10,petrol,no
1599,small_car,2002,manual,150000,12,petrol,no
800,small_car,1997,manual,40000,5,petrol,yes
5700,convertible,2008,manual,80000,5,petrol,no
5900,suv,2004,manual,150000,7,diesel,no
9950,small_car,2009,manual,125000,7,diesel,no
5500,suv,2003,manual,150000,2,petrol,no
9700,small_car,2012,manual,20000,11,petrol,no
5300,small_car,2010,manual,90000,6,petrol,no
8499,suv,2007,manual,150000,2,diesel,no
5686,convertible,1999,manual,150000,4,petrol,no
1850,small_car,2000,manual,150000,2,petrol,no
790,small_car,2004,manual,125000,3,petrol,no
3000,small_car,2003,manual,125000,2,petrol,no
3499,small_car,2000,manual,150000,9,petrol,no
4250,small_car,2005,manual,150000,1,petrol,no
3150,small_car,2009,manual,125000,7,petrol,no
1700,small_car,1995,manual,150000,2,petrol,no
5900,convertible,2008,automatic,60000,6,petrol,no
6999,convertible,2009,manual,50000,5,petrol,no
1690,small_car,2006,manual,60000,5,petrol,no
3950,small_car,2001,manual,150000,12,diesel,no
5000,small_car,2007,manual,125000,12,petrol,no
2250,small_car,2004,manual,125000,4,petrol,no
1600,small_car,2002,automatic,150000,10,diesel,no
1200,small_car,1999,manual,150000,7,petrol,no
800,small_car,1999,manual,150000,5,petrol,no
2150,coupe,1996,manual,150000,3,petrol,no
8500,small_car,2013,manual,40000,4,petrol,no
5300,small_car,2007,manual,80000,12,petrol,no
8100,coupe,2006,automatic,100000,2,petrol,no
1000,small_car,2006,manual,125000,11,petrol,no
1450,small_car,2001,manual,150000,5,petrol,no
1500,small_car,1996,manual,125000,11,petrol,no
1999,small_car,2002,manual,150000,6,petrol,no
450,small_car,1999,manual,150000,1,petrol,no
2950,convertible,2003,manual,150000,6,diesel,no
600,small_car,1999,manual,150000,3,petrol,yes
7500,small_car,2011,manual,125000,6,diesel,no
7900,suv,2005,automatic,150000,7,diesel,no
7000,suv,2005,manual,150000,1,diesel,no
3000,small_car,2007,manual,150000,10,diesel,no
1500,small_car,1999,manual,125000,1,petrol,no
1500,convertible,1994,automatic,150000,6,petrol,no
500,small_car,1991,manual,125000,4,petrol,yes
1899,small_car,2002,manual,100000,12,petrol,no
6190,small_car,2006,manual,100000,7,diesel,no
1700,small_car,2000,manual,125000,11,petrol,no
6200,small_car,2012,manual,40000,2,petrol,no
4400,small_car,1997,manual,125000,7,petrol,no
8499,small_car,2013,manual,20000,10,petrol,no
400,small_car,1999,manual,150000,8,petrol,yes
8700,suv,2008,manual,60000,11,diesel,no
6666,small_car,2006,manual,150000,5,petrol,no
2000,small_car,2004,manual,150000,4,petrol,yes
2890,small_car,2004,manual,150000,4,petrol,no
500,small_car,2000,manual,150000,0,petrol,yes
1450,small_car,2001,manual,150000,3,petrol,no
5999,small_car,2013,manual,20000,6,petrol,no
1700,small_car,2003,manual,150000,6,petrol,no
2450,convertible,2001,manual,150000,7,petrol,no
2299,small_car,2001,manual,150000,11,petrol,no
5900,convertible,2002,automatic,150000,6,petrol,no
4999,small_car,2009,manual,125000,9,petrol,no
999,small_car,2001,manual,20000,1,petrol,no
1800,small_car,2003,manual,125000,11,petrol,no
3800,convertible,2005,manual,60000,1,petrol,no
990,small_car,1997,manual,150000,5,petrol,no
6200,suv,2004,automatic,150000,6,petrol,no
6290,convertible,2005,automatic,125000,4,petrol,no
9400,coupe,2008,manual,80000,3,petrol,no
6100,convertible,2007,manual,80000,4,petrol,no
2000,convertible,2001,manual,150000,6,petrol,no
3800,small_car,2008,manual,90000,3,petrol,no
1450,small_car,2003,manual,150000,2,petrol,no
900,small_car,2001,automatic,150000,3,petrol,yes
2150,small_car,2001,manual,150000,9,petrol,no
8999,convertible,2008,manual,100000,5,petrol,no
2300,convertible,1998,manual,150000,6,petrol,no
499,coupe,2001,manual,150000,3,petrol,yes
3300,small_car,2004,manual,125000,3,diesel,no
3850,small_car,2005,manual,150000,12,diesel,no
3850,convertible,2003,manual,100000,3,petrol,no
1990,small_car,2001,manual,150000,6,petrol,no
8900,coupe,2004,manual,150000,6,petrol,no
3300,small_car,2002,manual,90000,3,petrol,no
5500,small_car,2012,manual,30000,5,petrol,no
1200,small_car,1997,manual,125000,0,petrol,no
5498,convertible,2005,manual,80000,1,petrol,no
300,small_car,1998,manual,150000,12,petrol,yes
4999,suv,1998,automatic,150000,10,petrol,no
1550,coupe,2005,manual,150000,10,petrol,yes
1350,suv,1995,manual,150000,8,petrol,no
4999,convertible,2005,manual,150000,8,diesel,no
5000,small_car,2009,manual,125000,3,petrol,no
1250,small_car,1999,manual,125000,0,petrol,no
3850,small_car,2008,manual,60000,8,petrol,no
2500,small_car,2005,manual,90000,5,petrol,no
9100,coupe,1996,manual,125000,3,petrol,no
1000,small_car,2000,manual,5000,1,petrol,no
250,small_car,2001,manual,150000,10,petrol,no
6800,convertible,2008,manual,150000,4,diesel,no
3250,small_car,2005,manual,150000,12,petrol,no
1600,coupe,1995,manual,150000,6,petrol,no
6600,convertible,2007,manual,100000,4,petrol,no
8900,convertible,2006,manual,80000,6,petrol,no
300,small_car,2000,manual,150000,3,petrol,no
3900,convertible,2001,manual,125000,4,petrol,no
3950,coupe,2004,manual,150000,4,diesel,no
180,small_car,1998,manual,150000,11,petrol,yes
680,small_car,1997,manual,150000,5,petrol,no
1500,small_car,1997,manual,125000,4,petrol,no
5700,small_car,2009,manual,100000,9,petrol,no
500,small_car,2002,manual,150000,2,petrol,yes
700,small_car,1999,manual,150000,12,petrol,no
6700,coupe,1996,manual,150000,8,petrol,no
2150,coupe,2000,manual,150000,8,petrol,no
9850,small_car,2007,manual,70000,3,petrol,no
799,coupe,1997,manual,150000,0,petrol,no
2199,small_car,2006,manual,150000,1,petrol,no
600,small_car,1994,manual,100000,4,petrol,no
5800,convertible,2003,manual,125000,9,petrol,no
2390,coupe,1991,manual,150000,10,petrol,no
900,small_car,2001,manual,150000,5,petrol,no
890,small_car,1999,manual,150000,11,petrol,no
1200,small_car,2005,manual,125000,8,petrol,no
650,small_car,1998,manual,150000,7,petrol,no
1699,small_car,2000,manual,150000,2,petrol,no
4990,small_car,2008,manual,90000,8,petrol,no
3500,small_car,2008,manual,70000,9,petrol,no
970,small_car,1995,manual,150000,1,petrol,no
5400,convertible,1997,manual,150000,5,petrol,no
3200,small_car,2008,manual,125000,6,petrol,no
6900,suv,2001,manual,150000,7,petrol,no
1250,small_car,2002,manual,150000,4,petrol,no
2290,small_car,2002,manual,125000,9,petrol,no
9999,small_car,2013,manual,10000,9,petrol,no
1480,small_car,2001,manual,150000,2,petrol,no
5500,small_car,2009,manual,100000,3,petrol,no
950,small_car,2001,manual,150000,9,petrol,no
1590,suv,1998,automatic,150000,8,petrol,no
600,small_car,1996,manual,150000,8,petrol,no
1300,coupe,1996,manual,150000,5,petrol,no
1690,small_car,2002,manual,150000,12,petrol,no
1950,small_car,2003,manual,150000,3,petrol,no
4500,convertible,1998,manual,150000,12,petrol,no
3750,convertible,2005,manual,150000,1,petrol,no
5600,small_car,2009,manual,80000,8,petrol,no
4150,convertible,2000,manual,150000,5,petrol,no
3500,small_car,2008,manual,150000,7,diesel,no
4800,suv,1997,automatic,150000,12,petrol,no
7500,convertible,1990,automatic,150000,7,petrol,no
2900,coupe,2003,manual,150000,3,petrol,no
4999,small_car,2011,manual,90000,1,diesel,no
1500,convertible,1996,manual,150000,6,petrol,no
4500,small_car,2009,manual,150000,6,petrol,no
2899,convertible,2001,manual,150000,11,petrol,no
7800,convertible,2007,manual,150000,6,petrol,no
1999,suv,2000,automatic,150000,9,petrol,no
2300,coupe,2002,manual,150000,7,diesel,yes
1950,small_car,2003,manual,150000,1,petrol,no
1200,small_car,1999,manual,60000,8,petrol,yes
2100,small_car,2005,manual,125000,6,petrol,yes
699,small_car,1999,manual,150000,10,petrol,no
2400,small_car,2009,manual,100000,4,petrol,no
4700,suv,1999,automatic,125000,2,petrol,no
530,small_car,1995,manual,150000,10,petrol,no
9800,suv,2011,manual,70000,8,diesel,no
6390,convertible,2000,manual,125000,4,petrol,no
700,small_car,1997,manual,150000,11,petrol,no
850,small_car,2000,manual,150000,5,petrol,no
1100,small_car,1996,manual,90000,12,petrol,no
2200,small_car,2003,manual,150000,5,diesel,no
